Word,Frequency
solo,5
athletic,3
grounds,6
passions,1
noblest,1
writers,1
unknowns,1
overacted,1
freedomland,1
address,1
overzealousness,1
freeheld,1
scheider,1
friedkin,2
spellbound,1
boaz,1
yakin,1
exhaustive,2
frida,1
friday,12
construction,1
lumberingly,1
homicidal,1
shapeless,3
acute,1
survey,1
quaint,1
compel,1
solidify,2
distinguishing,1
repeat,1
vi,2
vorhees,1
braindead,1
lumbering,1
vii,1
ingredient,2
terrorizes,1
ship,2
fried,2
tomatoes,1
tearjerking,1
skilled,2
tandy,1
request,1
include,4
mila,1
kunis,1
cement,1
dusk,1
till,1
ripper,2
chief,2
drifts,3
frontera,1
frontrunners,1
singalong,1
melissa,7
fruitvale,1
station,2
condemnation,2
fugitive,2
rattle,1
preparations,1
jacket,3
beating,3
mickey,2
survive,4
eagerly,2
imitates,1
sustains,1
streisand,4
brice,2
judd,3
apatow,2
differently,1
abled,1
gaga,1
weakened,2
gainsbourg,1
heroic,4
erik,1
elmosnino,1
trekkie,1
knowledge,4
galveston,1
mélanie,3
laurent,3
warble,1
neveldine,1
gamer,1
replay,2
attenborough,1
acts,2
linchpin,1
gangs,1
twentysomething,1
zach,3
braff,3
kitties,1
gasland,1
alarming,3
extraction,1
health,2
scientifically,1
gattaca,1
sci,2
fi,2
gaugin,1
tahiti,1
dolt,1
gauntlet,1
kaleidoscopic,1
gemini,1
lola,2
kirke,1
gemma,4
bovery,1
arterton,3
gregory,1
peck,1
dorothy,2
mcguire,1
unselfconsciously,1
overwhelmingly,2
gentlemen,2
broncos,1
marilyn,3
monroe,3
magnetism,3
prefer,5
blondes,1
rule,2
geostorm,1
carla,1
gugino,1
geronimo,1
stir,1
gerontophilia,1
divides,3
funnymen,1
tapping,1
gadfly,1
shape,2
chadwick,1
boseman,1
critiques,1
sermonize,1
trivialize,1
cent,1
tryin,1
similar,6
shorty,1
monotonously,2
exhaustion,1
sensible,5
gett,1
trial,2
viviane,1
amsalem,1
winds,2
slapsticky,1
grab,1
trap,1
whenever,2
poitier,3
cosby,1
lifestyles,1
feat,6
shell,4
inscrutability,1
numbing,4
morose,3
histrionics,1
nic,1
loony,1
longer,2
trash,4
toys,3
frightful,1
acerbic,1
girlfriends,1
semblance,1
underwater,2
obscured,1
jingoism,2
retaliation,1
lasting,5
hasbro,1
toy,5
revel,1
cobra,1
fest,2
passable,5
respectably,2
gigi,1
gigli,1
iggy,1
gim,3
shelter,1
loot,2
unnerved,1
ginger,2
snaps,1
aspiring,3
nouvelle,1
chabrol,3
stabs,3
criticism,2
seedier,3
haute,1
bourgeois,1
cliché,4
interrupted,2
blandly,8
foray,3
noomi,2
rapace,2
nyqvist,1
stieg,1
larsson,1
millennium,2
seyfried,2
rodriguez,2
background,4
karyn,1
kusama,1
girlhood,1
swim,1
boundaries,4
keating,1
claims,1
mayor,1
gladitorial,1
brewing,3
ludicrousness,1
glassland,1
barrett,1
toni,5
collette,4
reynor,1
gleason,2
deterioration,1
affected,2
ordeal,2
unconverted,5
perplexed,1
gleeks,1
exactly,14
heartrendingly,1
glen,2
glenda,1
artifact,1
careers,3
glitter,1
lelio,1
paulina,1
gloria,3
neglected,3
embellishments,1
bell,6
gnomeo,1
letdown,2
tigers,2
evenhanded,2
goat,1
fulfillment,3
primal,3
sudanese,1
grew,2
floats,1
sweeney,1
monologue,1
therapeutic,1
puzo,1
tonality,1
closure,2
corleone,1
pompous,2
generals,1
offense,1
redgrave,1
lag,1
proselytizing,1
lecture,1
conservative,1
egypt,2
ye,2
despair,2
beside,1
decay,1
wreck,2
boundless,4
stretch,4
apologies,1
shelley,3
loneliness,4
newfound,1
intimacy,2
pocket,1
godsend,1
stomps,1
gojira,1
postwar,1
gareth,1
kaiju,1
resurgence,3
scientology,1
belief,2
investigative,1
documentarian,8
depite,1
bing,2
crosby,2
fitzgerald,1
mall,3
shopping,1
glittering,1
nugget,1
heap,1
silt,1
bowl,1
difficulty,3
transporting,3
exits,2
goldeneye,1
urbane,1
goldfinger,1
martini,1
shaken,1
stirred,2
wide,4
portraying,3
organised,1
boston,1
fishin,1
productions,4
hoped,1
thompson,6
burger,2
nickelodeon,1
launched,2
kenan,1
kel,1
reunification,1
centred,1
loners,1
emulating,1
hair,4
americans,1
conscience,2
morning,5
connects,2
freda,1
corners,4
chapters,1
shepherd,1
lady,13
windermere,1
shadowing,1
disorient,1
goodnight,2
splayed,1
fingers,1
uncompromisingly,3
chon,1
goon,2
seann,2
enforcers,1
repeats,1
speilbergian,1
funhouse,1
hurried,1
compared,4
ding,1
dong,1
downstairs,1
gosford,1
gospel,4
achieving,2
gossip,2
gothika,1
fuhgeddaboudit,1
ornate,3
glacial,3
departure,3
healing,3
gracie,1
malaise,2
graduate,2
gran,1
torino,1
vignettes,3
bygone,7
piano,3
theft,1
parsons,1
tomlin,1
weitz,1
grandma,2
unrewarding,3
grapes,1
deservedly,1
considered,7
grave,2
ghibli,3
grease,4
blatant,2
took,2
pressure,2
threw,1
conventionality,1
yesterday,3
started,3
debaters,1
undiminished,1
tyranny,1
furnished,1
exemplary,5
episodic,2
breathes,5
muppet,5
kermit,1
piggy,1
interweaves,2
disconnected,1
individuals,3
shadows,4
normal,4
raid,3
healy,1
kene,1
innocent,2
greedy,1
lying,2
questioning,2
motives,1
deniers,1
hornet,2
overproduced,2
lantern,1
mile,3
thugs,1
hooligans,1
greenberg,2
greener,1
skewer,1
surreally,2
greenfingers,1
underdogs,1
odds,4
saturated,1
greetings,1
buckley,2
badgley,1
consumer,2
gremlins,2
spiky,1
yielding,7
b,1
headlong,1
gardens,2
edie,2
lange,1
probation,1
porter,1
glove,1
gringo,1
bafflingly,1
obsessive,6
treadwell,1
guirado,1
turf,1
examinations,1
techno,1
adroitly,1
groundhog,2
grown,2
vets,1
stunted,1
deer,3
urine,1
disgust,1
grudge,2
overrun,1
entwined,1
guardians,5
galaxy,2
vol,1
synthesizes,1
disparate,10
güeros,1
mexican,4
guerilla,1
heiress,1
patty,1
hearst,1
interracial,2
fizzy,3
motivations,1
suspect,1
cindy,1
sherman,2
extension,1
gulliver,1
travels,2
brow,1
beastie,1
yauch,1
gunnin,1
hoopsters,1
navarone,1
fires,1
scrappy,1
preternatural,1
bench,1
chazelle,2
gwen,1
outlook,2
alienated,1
romani,1
smothered,2
mountains,2
hackers,1
hacksaw,1
ridge,1
pacifist,1
groundwork,5
convictions,2
hagazussa,1
heathen,1
inclinations,1
hail,1
caesar,1
spiritedly,1
imaginatively,2
milos,1
forman,2
transports,1
aquarius,1
plympton,1
animator,1
assuredly,1
expansive,7
hale,1
baked,2
fulfills,5
nelson,1
shareeka,1
epps,1
unsentimental,3
chimamanda,1
ngozi,1
adichie,1
bulky,1
surprised,1
farrellys,1
defense,1
dismayed,1
wipes,2
ignoring,2
michaels,1
masked,1
fold,1
embracing,3
spend,1
deviation,1
withstanding,1
paltry,1
resurrect,1
disastrously,2
hampstead,1
matchmaker,1
hancock,1
hanging,4
propel,1
rabid,2
sukowa,1
arendt,1
gadsby,1
nanette,1
nakedly,1
pivoting,2
youthful,3
montana,1
channel,3
stairs,1
hansel,1
gretel,1
hunters,1
happily,1
moxy,1
blatantly,1
rips,1
katakuris,1
accidents,2
lazzaro,1
prolific,1
rothe,1
celebrating,1
endings,2
rambles,2
noisily,2
recapture,4
siberian,1
taiga,1
isolated,1
wreckage,4
favoring,1
thomason,1
gamble,1
connections,1
caps,1
aleksei,1
hardball,1
poised,2
reinvent,2
caring,2
harmonium,1
consequences,1
harmontown,1
grappling,2
fandom,1
harold,5
kumar,3
guantanamo,1
stoner,5
oversteps,1
denying,7
harpoon,1
open,10
flowers,2
livelier,1
expanding,1
improving,2
prelude,1
deathly,2
hallows,2
penultimate,2
maturing,2
likewise,1
streamline,1
shortest,1
hp,1
yates,2
order,7
cuaron,1
prisoner,4
azkaban,1
triumphantly,1
faithfully,4
modestly,1
harvard,3
yale,1
spoils,1
matchup,1
dim,3
hatchet,2
ethos,1
hack,2
hateship,1
loveship,1
spooked,1
spirits,2
excursion,2
mansion,2
haunter,1
molly,4
hartley,1
endeavor,3
demented,1
collage,1
guginol,1
mma,1
carano,1
haywire,1
sweetheart,1
malala,1
spotlights,1
headhunters,1
exhilaratingly,2
heal,1
threads,3
laurie,2
output,1
fade,4
mortality,3
comfortably,2
offerman,1
kiersey,1
clemons,1
chronicling,1
eleanor,2
heathers,1
chainsaw,6
link,2
overextends,1
arielle,1
holmes,7
signals,5
buckles,1
sprawl,1
fortunes,1
acrassicauda,1
hector,1
hedwig,2
apple,1
sinking,3
seriousness,3
heli,1
alienating,1
immature,1
ineffective,3
sendup,3
houses,2
hellbound,1
hellraiser,2
seams,1
hellboy,1
hellboys,1
tenth,1
circle,5
inferno,6
widow,2
hello,2
lynskey,1
doris,1
immeasurably,2
quirk,3
sadistically,1
disturb,1
significance,2
foible,1
intends,1
preach,1
booster,1
jonze,2
megumi,1
sasaki,1
alain,2
resnais,1
unconstrained,1
herbie,1
dozens,1
hercules,3
brett,2
ratner,2
cameras,4
rocking,2
loincloth,1
reasonable,1
description,2
genial,2
compels,3
hereafter,1
tedium,1
hereditary,1
devotes,1
hesher,1
min,1
hick,1
discomfitingly,1
inappropriate,3
contributions,3
dubbing,2
unbelievable,4
ally,1
sheedy,1
ashley,1
sophomore,4
socioeconomic,4
saccharine,5
enchant,2
tweens,1
peppy,1
higher,4
learning,3
singleton,2
fit,7
highlander,3
unwatchable,3
unspeakably,1
supposedly,2
hillary,1
democratic,1
dinesh,1
ratchets,2
overbudgeted,1
blockbusters,3
himalaya,1
dolpo,1
tribe,3
himizu,1
writ,2
ruskin,1
readily,3
hipsters,1
emmanuelle,2
riva,2
hiroshima,1
mon,1
compass,1
reduced,1
overcompensating,1
lax,1
rosalind,1
representing,1
uncharacteristic,1
hitch,1
warmhearted,1
retrospection,1
motive,1
hitcher,1
scratching,1
hitman,4
forsaking,2
sleekly,1
mélange,1
placement,3
hobo,1
shotgun,1
firepower,3
hockney,1
harmlessly,1
hocus,1
pocus,1
hoffa,1
malevolent,1
relish,1
knocks,1
saulnier,1
shaky,4
holding,4
fred,3
astaire,3
irving,2
inn,1
seasonal,2
introduced,1
holly,2
homicide,1
shuffle,1
budgetary,2
hollywoodland,1
lowest,2
vilest,1
alleys,1
sherlock,5
holy,6
repartee,1
goldblum,1
unearned,3
mesmerizingly,1
perverse,2
alongside,1
defiantly,2
eisenberg,2
rollers,1
benign,1
alternatives,2
gathers,5
unreasonably,2
macaulay,2
culkin,2
venue,1
obscure,4
facsimile,1
ciphers,1
gilligan,1
fries,1
calories,1
diverted,2
slipping,1
messaging,1
endurance,4
beychella,1
homefront,1
hearkens,4
replicates,1
alba,1
shrunk,1
honeydripper,1
honeymoon,2
softer,1
honkytonk,1
hums,1
hoodwinked,1
missing,8
hook,5
syrupy,6
hoop,1
hoops,1
adhere,1
hoosiers,1
pancake,1
marsden,1
horns,1
radcliffe,5
bosses,2
belly,3
existence,6
trading,4
inveterate,1
aristocracy,1
whisperer,1
horton,1
hears,1
seuss,3
hostel,2
assuming,1
sadism,1
hostiles,1
chick,2
shaun,3
fuzz,1
hugely,2
indebted,2
flagrantly,1
dip,1
tub,1
healthiest,2
steep,5
artemis,1
chunk,1
mumbai,1
rwanda,1
looked,1
transylvania,3
marginally,2
colorfully,7
vacation,8
hounds,1
faris,4
fools,1
insensitive,1
galvanized,1
winding,2
terse,1
confidence,2
currency,1
housebound,1
involvement,4
houseguest,1
glib,2
unmistakeable,1
rutina,1
willingly,1
weide,1
process,11
quilt,1
standpoint,1
plague,3
pushed,1
aids,2
epidemic,1
talk,6
parties,1
forster,1
howling,1
lycanthropic,1
hubble,1
imax,1
hudsucker,1
proxy,2
emanates,1
capital,1
ahem,2
swallow,2
surgical,1
stripes,3
devalue,1
refugee,1
observant,7
tack,1
bromance,2
sermonizing,3
hearted,1
hunt,9
october,2
wilderpeople,1
cruises,1
perfunctory,3
charted,1
hush,1
navigates,3
slashers,1
puree,1
redemptive,1
hyde,2
fdr,1
hysteria,1
winking,2
vaguely,1
sarcastic,1
troublesome,3
compulsions,1
unsurprisingly,2
spinney,1
deceased,1
novicers,1
suspension,2
disbelief,5
enjoyment,2
determinedly,1
leavens,2
negro,2
positioned,1
oversimplify,1
wilco,1
palatable,2
notable,3
loach,4
populist,3
intoxicatingly,2
norms,3
kuki,1
gallman,1
reverse,1
boilerplate,3
shtick,2
huckabees,1
wavelength,2
pander,1
beer,1
tucker,3
giants,1
slips,1
wolfe,1
dolan,3
arrived,1
ludicrously,3
nadir,2
appears,7
coupling,1
segel,1
pronounce,1
lithely,1
grabs,1
cahill,1
isaac,1
asimov,1
czech,1
jiri,1
menzel,1
picaresque,1
intellect,3
silverman,4
surround,3
spit,1
rejoinder,1
utility,1
muted,4
unsatisfactorily,1
margot,3
robbie,2
alison,2
janney,1
tonya,1
lobo,1
tourneur,1
collides,2
exploitateer,1
lewton,1
walked,1
sleeper,2
smarmy,2
elliptical,1
ibiza,1
iboy,1
maisie,2
overwrite,1
glitchy,1
icarus,1
treading,2
squirrel,1
scrat,1
meltdown,2
receipts,1
slouching,1
continental,1
recycle,1
stick,2
landing,3
revisits,4
decadence,1
ichi,1
gorefest,2
stomachs,1
penchant,2
ida,1
pawel,1
pawlikowski,1
impress,1
exasperate,1
attributable,1
mightily,2
idiocracy,1
idle,1
idlewild,1
countercultural,2
chloë,1
moretz,1
catcher,2
rye,2
igby,1
ikiru,1
humanist,4
blythe,2
danner,2
neatly,3
bust,2
hypnotize,1
ilo,2
gon,1
git,1
sucka,1
dylan,4
segment,1
excited,1
almodóvar,6
homecoming,2
unkempt,1
joaquin,3
lesbian,1
melding,1
tarsem,2
immortals,1
imperium,1
troublingly,2
undercover,2
infiltrating,1
supremacists,1
dampen,2
impostor,1
grahame,1
pastiche,2
absurdist,3
lake,9
adjusting,1
enrich,1
overlapping,1
bruges,1
compact,1
anxiety,4
thorough,1
composer,1
mozart,1
compositions,1
sodden,3
workplace,2
aisles,1
relatable,9
bedroom,1
eckhart,2
subverting,2
tangled,2
abstraction,1
kruger,1
carrying,2
examine,2
norman,3
jewison,1
racism,3
highest,1
wolfgang,1
peterson,1
loop,2
spinal,2
inconsequential,3
completists,3
catherine,3
deneuve,1
factual,3
miscarriage,1
aided,5
scorching,1
laborers,1
psychosexual,2
sington,1
poetically,1
interwove,1
cosmonautic,1
assorted,1
stream,3
rapidly,4
weeds,1
tall,5
slim,3
haggis,2
elah,1
antiwar,1
incarnate,1
coalesced,1
ridden,1
incendies,1
inception,1
intellectually,3
incident,2
loch,1
ness,1
weirdly,1
squeamish,4
candid,4
tacking,1
shrinking,1
incredibles,3
crimefighting,1
indecent,1
keeping,6
initial,3
cupboard,1
gussies,1
indiana,3
skull,2
crusade,1
raiders,4
temple,2
indignation,1
schamus,1
similarly,6
themed,5
inequality,1
splashes,1
senselessly,1
langdon,1
spiraling,2
infinitely,1
polar,3
troublesomely,1
inglourious,1
basterds,1
aubrey,3
plaza,3
vice,3
demand,3
slicker,2
innerspace,1
insistent,2
zaniness,1
listlessly,1
smut,1
throat,2
gaining,1
milestone,3
disheartening,2
ferguson,2
rigor,1
llewyn,1
davis,6
insidious,4
shaye,2
eyecandy,1
instant,2
adoption,1
unconditional,1
cassel,2
mesrine,1
insurgent,1
setpieces,1
implausibilities,1
interstellar,1
resplendent,2
shadings,1
interview,3
gallic,2
imitating,1
patrice,1
leconte,1
meditative,8
arms,1
bronzed,1
babes,2
buffed,1
dudes,1
soggy,4
scuba,1
apocalyptic,2
observing,2
sondheim,2
sits,3
darkens,1
detriment,4
sizzle,2
dwights,1
intruders,1
tactics,2
invader,1
zim,1
quits,1
banished,1
florpus,1
revival,2
cranking,1
eleven,3
invictus,1
philly,1
invirons,1
invincible,1
jordana,1
contexts,1
barely,3
io,1
packaging,1
enervating,1
beholden,1
ip,3
ira,2
abby,1
difficulties,2
thesis,2
postscript,2
maysles,1
iran,4
breath,1
irrational,1
apologists,1
irreversible,1
noam,1
chomsky,2
dustin,5
lemurs,1
madagascar,5
isle,1
winsomely,1
ismael,1
outer,4
amplifies,1
lethally,1
unseen,3
sting,2
happened,4
unsurpassed,1
instrument,2
musically,1
melodramas,2
monumental,1
sidestepping,1
psych,1
track,6
gills,1
pete,5
tong,1
amuses,2
warms,1
faced,3
handicap,1
itzhak,1
atypical,1
tarkovsky,2
sublimely,1
phillipe,1
tower,3
tackle,4
student,2
loan,1
ixcanul,1
departments,2
makeup,1
inexplicably,1
jill,1
whatsoever,1
englund,1
boating,1
reacher,2
wheel,3
recruit,1
chugs,1
jackass,3
pungent,2
laugh,4
privates,1
vending,1
hysterically,1
grossed,1
peek,5
lackadaisical,2
pam,1
grier,1
jacob,4
ladder,1
ostensible,1
jade,1
jafar,1
panahi,1
taxi,2
entire,3
dissent,1
peach,1
complementary,1
abbott,1
mond,1
bronte,2
wasikowska,2
flounders,2
inquisitive,1
intrusive,1
janis,1
selling,1
lyric,1
weakens,1
jauja,1
lured,1
throwaway,1
remained,2
benchmark,3
exist,3
ocean,5
bellows,1
forth,1
plaintive,1
unheeded,1
misery,2
reunite,2
bow,3
jayne,1
mansfield,1
jcvd,1
dielman,1
quai,1
du,1
commerce,1
bruxelles,1
unvarnished,2
jeepers,2
creepers,2
jeffrey,2
offends,1
jem,1
holograms,1
jeremiah,1
teutonic,1
retreading,1
ominous,2
jerk,1
seinfeld,1
hometown,1
abundant,3
jersey,3
jessabelle,1
snook,2
indoctrination,1
reno,3
jigsaw,1
revolting,1
acceptance,1
recordings,1
jimi,1
hendrix,1
neutron,1
arnaud,1
desplechin,1
jindabyne,1
linney,3
byrne,3
jingle,1
shifting,1
antic,1
jinn,1
heralds,4
nijla,1
jiro,1
sushi,1
cuisine,1
rivers,1
didion,1
devotees,2
jobs,3
dune,1
dirt,3
displaying,1
strummer,1
unwritten,1
incoherence,1
dies,2
payoff,4
mulaney,1
describes,1
befuddlement,1
manners,2
q,1
pounds,3
derivitive,1
giddily,2
wick,3
parabellum,1
reloads,1
elicits,1
infrequent,1
reborn,1
spoofing,3
atkinson,1
pining,2
mnemonic,1
cyberpunk,1
whoas,1
er,1
unfavorable,1
wholesome,9
bouncy,1
brolin,3
hex,1
collapsing,1
jonas,2
unenlightening,2
pursue,2
joneses,2
duchovny,3
buildup,1
heighten,1
josie,1
pussycats,1
bubbly,2
appearance,5
fasioned,1
cartoonishly,2
sherriff,1
saul,2
dibb,1
liked,1
zahn,3
joyeux,1
forgivable,1
dolly,1
parton,1
sizable,1
trojan,1
juanita,1
alfre,1
woodard,1
sojourn,1
invaluable,1
legitimate,2
hyperactive,2
masterpieces,3
ready,5
argued,1
boosted,2
harmony,4
aftertaste,1
julieta,1
jumper,1
jumping,1
broom,1
phil,2
morrison,2
virgin,1
thereof,1
juno,2
jupiter,1
ascending,1
wachowskis,2
jurassic,5
animatronics,1
sustained,3
supply,2
mistaken,1
gimmicks,1
dire,1
lollipop,1
dreamy,5
toothache,1
broach,1
throwing,1
les,2
visiteurs,1
preponderance,2
dc,1
continue,5
phenomenon,1
juwanna,1
facts,3
effecting,1
prendergast,1
donning,1
featureless,1
suit,2
kaena,1
gratingly,1
kangaroo,1
innuendo,2
morita,2
macchio,1
relaxed,3
edition,1
karate,3
jackman,3
leopold,1
katy,1
ethic,1
pr,1
puff,1
kazaam,1
shaq,1
stifled,1
scrutinizing,1
keane,1
distraught,1
abduction,1
fleabag,1
hotels,1
kedi,1
fancier,1
istanbul,1
feline,1
population,2
keepin,1
tobias,1
schneebaum,1
affects,3
steins,1
cal,1
spoofed,2
commercials,1
ironically,3
explain,2
achieved,1
emulate,2
proper,3
kidnap,1
repellent,1
unremittingly,2
kidnapped,1
heineken,1
dispassionately,1
fallout,4
scandal,2
kiki,1
compassionately,1
margins,1
denied,2
volume,1
managing,3
morphing,1
irishman,1
messenger,1
dane,1
dehaan,1
darlings,1
strangled,1
jumbles,2
klowns,1
killers,3
killing,9
fields,3
joffé,1
unnerves,1
respected,1
gazzarra,1
debtor,1
delusions,1
softly,1
sledgehammer,1
kin,1
chameleonic,1
brio,1
coronets,1
piles,2
mounds,1
felix,1
depressive,1
stellan,2
skarsgard,2
dente,1
evaporates,1
crusades,1
kingsman,2
sending,2
britcoms,1
redeeming,2
researcher,1
hailed,1
inauspicious,1
kit,1
norwegian,3
import,2
kite,1
kites,1
effervescently,1
klown,1
cups,1
milieu,2
anachronism,1
galvanizing,2
persuasions,3
misguidedly,1
knocked,1
rigors,1
courtship,2
savvy,2
fights,1
irish,5
travellers,1
kodachrome,1
hues,2
kon,1
tiki,1
kontroll,1
korengal,1
junger,1
cost,3
koyaanisqatsi,1
flew,1
cuckoo,1
nest,2
starman,1
divorce,2
krampus,1
savage,3
krystal,1
hinges,3
beggars,1
kubo,1
strings,3
matches,4
bravely,3
kumiko,1
cinephiles,2
toons,1
panda,3
rotund,1
cobain,2
heck,1
unreleased,2
fastidiously,1
masaki,1
kobayashi,1
operates,1
folklore,2
cunningly,1
bamba,1
noiseuse,1
luxuriates,1
aux,1
folles,1
coolly,5
mathieu,1
amalric,1
cienaga,1
dissatisfaction,1
lucrecia,1
martel,1
fée,1
tart,2
parillaud,1
haine,1
divisions,2
telenovela,1
afternoons,1
margueritte,1
vie,2
en,2
edith,1
piaf,1
pallid,1
labyrinth,2
humanizing,1
firemen,1
idolizes,1
gleans,1
embroidering,1
empowerment,3
fashionable,2
pizazz,1
ladron,2
que,1
roba,1
tramp,2
token,1
mighty,7
formed,2
preston,2
sturges,2
stanwyck,1
decadent,2
macbeth,3
toughness,1
exterior,1
unforgiving,1
pugh,1
lagaan,1
lagerfeld,1
confidential,1
evasive,1
laggies,1
kiera,1
shelton,1
unraveling,3
competing,1
visions,1
faux,1
schtick,3
lakeboat,1
accounting,1
managers,1
lambert,1
stamp,5
landline,1
robespierre,2
lantana,1
lara,2
croft,1
senseless,1
fluffier,1
heartbreaker,1
crowne,1
collie,1
lassie,1
airbender,1
scout,1
graduates,1
experimentalism,1
imperfect,3
bernardo,2
bertolucci,2
flag,2
wrestles,1
patriotism,1
bountiful,1
permeates,2
wang,1
revive,2
whitaker,1
megalomaniac,1
idi,1
phony,2
carefree,1
lifestyle,1
knights,1
legion,2
insufficient,1
substitutes,2
aleppo,1
syria,1
putting,6
ongoing,3
bogdanovich,3
helen,5
mirren,4
pain,3
temptation,3
toll,2
mellower,1
anticipation,1
repulse,3
exquisite,2
anyways,2
lavender,1
ealing,1
bewitchingly,1
abiding,1
explosively,1
lawless,1
dismiss,3
lawnmower,1
arabia,1
cements,1
misstep,2
aspects,2
maestro,3
doulos,1
aki,1
kaurismäki,2
havre,1
ambiance,1
samouraï,1
thick,2
weave,2
lxg,1
charley,1
fraught,1
leatherface,2
gutless,1
cannibalizing,1
fumble,1
sensationalistic,1
thomasin,1
mckenzie,1
bleeds,1
frills,2
maoz,1
yea,1
verily,1
unto,1
locusts,1
hath,2
begat,1
scourge,1
devastation,1
bagger,1
vance,1
glosses,2
drunken,1
admired,1
zorro,2
pins,1
layer,3
conclude,2
intermittent,2
lemony,1
snicket,1
olaf,1
dardennes,1
excel,1
rigorous,1
naturalism,1
lenny,1
nervy,1
fosse,1
apprentice,2
léon,1
agnes,1
heartbeats,1
misérables,1
spader,1
eccleston,1
behalf,2
uncover,1
reinvigorates,3
pairs,4
phenomenally,1
weapon,5
redefine,1
murtaugh,1
riggs,1
partnership,1
cranks,1
footing,4
cops,1
ellicit,1
perils,2
companion,6
letters,3
oppressively,3
utter,3
leviathan,2
immerse,1
gallagher,1
outspoken,2
indulgent,3
neglects,5
liberal,1
addictive,2
zealous,1
hinder,1
liberty,2
timothy,6
unfilmable,2
pi,1
astonishing,4
dean,2
capably,6
wrinkles,3
oceanographer,1
zissou,1
artificial,1
misjudged,2
penalty,2
emile,2
zola,1
stopping,2
smell,3
roses,2
partners,1
raft,1
teeming,2
maritime,1
uprising,2
warmed,1
alarmingly,1
consigned,1
innocuous,2
sitting,2
native,1
abbas,2
kiarostami,2
lila,1
giocante,1
edgier,1
lilo,1
stitch,1
weaving,2
lilting,2
khaou,1
moodiness,1
limey,1
terence,3
limitless,2
reward,4
characteristically,1
dignified,1
immerses,2
informs,1
lawyer,1
linsanity,1
basketball,3
lambs,1
lectures,1
listen,1
hearkening,2
neurotic,2
horrifically,2
legitimately,2
fockers,1
jerusalem,1
raunchiness,1
forgot,1
manhattan,6
pragmatic,1
sachs,1
arkin,1
abigail,1
breslin,1
lupita,1
keener,1
jumpy,1
horrocks,1
tessa,1
dacosta,1
shouldering,1
flesh,3
surveys,3
disappointed,4
maid,2
argentina,1
bravery,2
emergency,2
wanting,5
oblivion,2
lizzie,1
widely,3
lo,1
reveries,1
local,1
lock,2
smoking,2
barrels,1
locke,1
lockout,1
wolverine,3
airs,1
logan,1
retirement,1
loggerheads,1
versus,4
spotless,2
morbidly,1
traps,1
survivor,2
wields,2
textbook,3
lonesome,1
pared,1
riders,1
longshots,1
deviating,1
playbook,4
ruthless,3
cantona,1
lookout,1
cartoons,1
looper,1
castellitto,1
relation,1
illusions,1
bakshi,1
tolkein,1
magnum,2
opus,2
rotoscope,1
compressed,1
flattens,1
lords,3
spilled,1
saskia,1
rosendahl,1
astonishingly,3
shortland,2
disturbingly,1
dardenne,4
recognizable,2
loro,1
attracts,1
corrupts,1
essay,1
quickens,2
pulse,4
isaiah,1
stodgy,6
dispiritingly,1
teardrop,1
sudan,1
colonialism,1
escalation,1
highway,1
signposted,1
jabs,1
mancha,1
indulgence,2
merit,1
sustainable,1
alcoholism,1
blunted,2
bombs,1
evade,1
primarily,1
loudquietloud,1
pixies,1
attire,1
addressing,1
settle,5
athletes,2
plunks,2
momentous,1
mercy,3
famke,1
janssen,1
corneau,1
gilda,1
unequivocal,1
guru,1
ranking,1
poorest,1
cholera,1
transfer,2
trine,1
dyrholm,1
lithgow,3
molina,1
adversity,1
liza,2
sympathy,6
ranch,1
flaccid,2
claflin,2
rosie,1
inclusion,1
honore,1
coopers,1
smarm,1
pits,4
lovelace,1
loveless,1
awkwardly,3
sedgwick,1
breathing,1
superlative,7
pablo,1
escobar,1
masaaki,1
yuasa,1
luce,1
cumbersome,1
lucy,2
gaps,1
ebouaney,1
lumumba,1
lust,2
caution,1
lymelife,1
octavia,1
realizing,1
macgruber,1
kurzel,1
join,1
machete,2
precisely,2
schlocky,3
kills,2
preacher,3
vacant,1
sleepless,2
worker,1
prevailing,1
crashes,1
perfection,2
thunderdome,1
originals,1
roaring,1
vigorously,1
spunky,1
dazzlingly,3
crisper,1
madame,4
retrograde,3
flaubert,1
bovary,1
satã,1
swingers,2
dempsey,1
monaghan,3
failings,1
madea,5
jail,1
desired,3
helena,2
fleshy,1
bong,2
pedictable,1
eponymous,1
mafioso,1
untypical,1
maggie,8
lurches,1
partially,3
moonlight,4
sebastián,1
allow,4
beefcake,1
xxl,1
beefy,1
unearthed,1
kesey,1
merry,4
pranksters,1
magnolia,1
ante,1
stuntwork,1
sailing,2
maiden,1
pioneer,5
mail,1
showgirls,2
simpleton,1
mala,1
noche,1
rejection,1
outshines,2
maleficent,1
mallrats,1
askewniverse,1
snootchie,1
bootchies,1
boasted,1
jukebox,2
mamma,1
escaped,2
bresson,1
pow,1
plausible,4
plains,1
endeavors,1
tai,2
chi,2
defuse,1
ledge,1
marsh,3
phililppe,1
petit,1
wrung,1
suspended,2
vendor,1
fell,1
desires,1
valance,1
spastically,1
tranquil,1
manakamana,1
lonergan,1
manda,1
bala,3
mandela,2
manderlay,1
conveyed,1
volcanic,2
manglehorn,1
unerring,1
maniac,1
damaged,2
manifesto,1
neighborhoods,1
manolo,1
mansome,1
maintenance,1
useless,1
padding,1
baichwal,1
